¿¬µµ,ÆÀ¸í,AVG_Hitter,G_Hitter,PA_Hitter,AB_Hitter,R_Hitter,H_Hitter,2B_Hitter,3B_Hitter,HR_Hitter,TB_Hitter,RBI_Hitter,SAC_Hitter,SF_Hitter,BB_Hitter,IBB_Hitter,HBP_Hitter,SO_Hitter,GDP_Hitter,SLG_Hitter,OBP_Hitter,OPS_Hitter,MH_Hitter,RISP_Hitter,PH-BA_Hitter,ERA_Pitcher,G_Pitcher,W_Pitcher,L_Pitcher,SV_Pitcher,HLD_Pitcher,WPCT_Pitcher,IP_Pitcher,H_Pitcher,HR_Pitcher,BB_Pitcher,HBP_Pitcher,SO_Pitcher,R_Pitcher,ER_Pitcher,WHIP_Pitcher,CG_Pitcher,SHO_Pitcher,QS_Pitcher,BSV_Pitcher,TBF_Pitcher,NP_Pitcher,AVG_Pitcher,2B_Pitcher,3B_Pitcher,SAC_Pitcher,SF_Pitcher,IBB_Pitcher,WP_Pitcher,BK_Pitcher,G_Defense,E_Defense,PKO_Defense,PO_Defense,A_Defense,DP_Defense,FPCT_Defense,PB_Defense,SB_Defense,CS_Defense,CS%_Defense,G_Runner,SBA_Runner,SB_Runner,CS_Runner,SB%_Runner,OOB_Runner,PKO_Runner
2009,·Ôµ¥,0.277,133,5053,4420,637,1223,252,15,121,1868,597,60,49.0,456,9,68,816,121.0,0.423,0.35,0.773,133.0,0.273,0.188,4.75,133.0,66.0,67.0,40.0,37.0,0.496,1162+1/3,1290.0,139.0,487.0,67.0,722.0,669.0,613.0,1.53,6,13,52,7,5165,18777.0,0.287,241,14,67,42,35,49,3.0,133,96,9,3487,1523,152.0,0.981,9,113,49.0,30.2,133,151,106,45.0,70.2,69,6.0
2009,»ï¼º,0.275,133,5220,4459,685,1224,233,15,146,1925,650,67,43.0,584,23,67,789,108.0,0.432,0.364,0.796,133.0,0.275,0.266,4.98,133.0,64.0,69.0,32.0,45.0,0.481,1163+2/3,1226.0,141.0,609.0,56.0,905.0,700.0,644.0,1.58,3,2,45,14,5209,20355.0,0.278,225,24,80,51,9,67,1.0,133,80,10,3491,1368,136.0,0.984,8,142,56.0,28.3,133,175,125,50.0,71.4,64,8.0
2009,È÷¾î·ÎÁî,0.272,133,5211,4486,683,1219,228,20,153,1946,650,64,48.0,547,24,63,905,116.0,0.434,0.356,0.79,133.0,0.26,0.199,5.4,133.0,60.0,72.0,29.0,32.0,0.455,1174+1/3,1231.0,176.0,565.0,61.0,840.0,762.0,705.0,1.53,0,5,44,14,5221,20576.0,0.274,251,15,73,33,19,51,5.0,133,90,6,3523,1459,141.0,0.982,16,138,48.0,25.8,133,259,192,67.0,74.1,50,8.0
2009,ÇÑÈ­,0.269,133,5273,4620,657,1241,211,13,164,1970,629,43,31.0,498,16,81,1017,126.0,0.426,0.348,0.774,133.0,0.264,0.258,5.7,133.0,46.0,84.0,16.0,34.0,0.354,1174,1335.0,176.0,569.0,77.0,908.0,805.0,743.0,1.62,4,2,32,9,5346,20758.0,0.292,205,23,65,56,28,56,5.0,133,94,10,3522,1417,146.0,0.981,11,174,56.0,24.3,133,89,69,20.0,77.5,38,5.0
2009,KIA,0.267,133,5215,4455,706,1191,197,24,156,1904,671,74,41.0,579,27,66,890,112.0,0.427,0.357,0.784,132.0,0.278,0.262,3.92,133.0,81.0,48.0,38.0,36.0,0.628,1199,1178.0,108.0,441.0,83.0,893.0,581.0,522.0,1.35,4,10,62,14,5176,19699.0,0.258,214,17,52,34,22,22,2.0,133,94,5,3597,1500,129.0,0.982,3,133,45.0,25.3,133,165,113,52.0,68.5,64,12.0
2010,·Ôµ¥,0.288,133,5261,4673,773,1345,220,16,185,2152,739,60,41.0,420,15,67,873,105.0,0.461,0.352,0.813,133.0,0.315,0.202,4.82,133.0,69.0,61.0,21.0,37.0,0.531,1194,1291.0,149.0,419.0,78.0,779.0,710.0,640.0,1.43,7,6,63,14,5204,19218.0,0.282,227,20,89,37,41,49,3.0,133,102,11,3582,1680,130.0,0.981,6,131,62.0,32.1,133,175,124,51.0,70.9,62,7.0
2010,µÎ»ê,0.281,133,5252,4538,731,1276,224,25,149,1997,706,54,38.0,533,27,89,834,97.0,0.44,0.365,0.805,133.0,0.284,0.21,4.62,133.0,73.0,57.0,30.0,56.0,0.562,1179+2/3,1190.0,135.0,437.0,85.0,888.0,669.0,606.0,1.38,2,7,50,12,5131,19681.0,0.266,194,23,89,47,6,58,2.0,133,91,11,3539,1455,112.0,0.982,8,119,44.0,27.0,133,189,128,61.0,67.7,56,12.0
2010,LG,0.276,133,5270,4604,688,1270,223,17,121,1890,652,82,44.0,486,25,54,907,97.0,0.411,0.349,0.76,133.0,0.287,0.192,5.23,133.0,57.0,71.0,31.0,59.0,0.445,1188,1279.0,125.0,560.0,104.0,793.0,746.0,690.0,1.55,3,8,34,19,5326,20443.0,0.284,209,14,106,52,23,74,6.0,133,92,9,3564,1573,167.0,0.982,7,124,66.0,34.7,133,225,169,56.0,75.1,58,15.0
2010,SK,0.274,133,5213,4439,704,1217,222,16,120,1831,648,147,44.0,485,25,98,813,86.0,0.412,0.355,0.767,132.0,0.284,0.243,3.71,133.0,84.0,47.0,36.0,39.0,0.641,1198+1/3,1074.0,117.0,543.0,47.0,1091.0,545.0,494.0,1.35,2,11,53,9,5114,20297.0,0.243,155,17,85,22,27,80,2.0,133,81,6,3595,1400,126.0,0.984,7,109,59.0,35.1,133,230,161,69.0,70.0,51,13.0
2010,»ï¼º,0.272,133,5287,4436,681,1207,212,14,118,1801,630,111,44.0,621,29,75,916,111.0,0.406,0.368,0.774,133.0,0.265,0.247,3.94,133.0,79.0,52.0,33.0,44.0,0.603,1193+2/3,1168.0,103.0,453.0,54.0,951.0,575.0,523.0,1.36,2,7,35,12,5119,19811.0,0.26,203,20,84,38,11,61,3.0,133,92,12,3581,1369,118.0,0.982,6,134,65.0,32.7,133,213,158,55.0,74.2,54,8.0
2010,³Ø¼¾,0.262,133,5139,4452,570,1165,199,20,87,1665,539,95,43.0,480,16,68,874,119.0,0.374,0.34,0.714,132.0,0.268,0.221,4.55,133.0,52.0,78.0,27.0,39.0,0.4,1185+2/3,1162.0,122.0,614.0,95.0,832.0,652.0,599.0,1.5,1,2,42,12,5231,21053.0,0.265,201,16,93,48,17,66,3.0,133,93,17,3557,1515,148.0,0.982,9,160,68.0,29.8,133,191,135,56.0,70.7,56,5.0
2010,KIA,0.26,133,5166,4416,611,1148,190,17,106,1690,574,109,33.0,523,14,85,865,110.0,0.383,0.347,0.73,133.0,0.263,0.165,4.39,133.0,59.0,74.0,25.0,40.0,0.444,1183+2/3,1227.0,93.0,468.0,81.0,885.0,641.0,577.0,1.43,4,7,54,26,5205,20067.0,0.272,232,14,102,35,19,53,4.0,133,86,8,3551,1493,118.0,0.983,4,156,48.0,23.5,133,169,117,52.0,69.2,48,14.0
2010,ÇÑÈ­,0.244,133,5009,4321,543,1053,160,13,104,1551,508,75,33.0,497,10,80,943,106.0,0.359,0.331,0.69,133.0,0.263,0.172,5.43,133.0,49.0,82.0,24.0,28.0,0.374,1169+1/3,1290.0,146.0,551.0,72.0,806.0,763.0,705.0,1.57,6,6,46,9,5267,20322.0,0.286,229,14,85,41,17,65,5.0,133,80,10,3508,1448,127.0,0.984,7,151,58.0,27.8,133,191,121,70.0,63.4,56,11.0
2011,·Ôµ¥,0.288,133,5234,4599,713,1324,226,30,111,1943,666,61,44.0,466,19,64,836,124.0,0.422,0.358,0.78,133.0,0.29,0.229,4.2,133.0,72.0,56.0,27.0,45.0,0.563,1187,1256.0,113.0,430.0,58.0,787.0,619.0,554.0,1.42,3,6,67,15,5114,19624.0,0.28,202,13,102,31,19,62,4.0,133,106,10,3561,1576,165.0,0.98,7,88,60.0,40.5,133,170,112,58.0,65.9,56,5.0
2011,µÎ»ê,0.271,133,5204,4498,614,1221,196,27,92,1747,578,73,39.0,513,17,81,799,118.0,0.388,0.354,0.742,133.0,0.279,0.19,4.26,133.0,61.0,70.0,34.0,46.0,0.466,1188+2/3,1231.0,96.0,476.0,75.0,855.0,619.0,563.0,1.44,4,7,51,12,5170,20081.0,0.276,198,30,110,45,19,70,6.0,133,81,9,3566,1463,132.0,0.984,6,96,71.0,42.5,133,187,130,57.0,69.5,70,3.0
2011,KIA,0.269,133,5129,4373,627,1177,204,15,106,1729,597,109,34.0,554,11,59,782,110.0,0.395,0.357,0.752,133.0,0.28,0.203,4.1,133.0,70.0,63.0,29.0,37.0,0.526,1163+2/3,1117.0,87.0,457.0,76.0,920.0,580.0,530.0,1.35,7,10,59,10,4991,19327.0,0.257,207,18,92,25,14,51,6.0,133,67,8,3491,1400,126.0,0.986,5,120,48.0,28.6,133,151,113,38.0,74.8,48,7.0
2011,LG,0.266,133,5158,4522,579,1203,192,15,94,1707,539,86,37.0,463,15,49,858,106.0,0.377,0.338,0.715,133.0,0.271,0.169,4.15,133.0,59.0,72.0,30.0,50.0,0.45,1193+2/3,1173.0,80.0,512.0,71.0,827.0,620.0,550.0,1.41,2,11,57,15,5209,19771.0,0.261,206,28,98,34,20,52,6.0,133,97,11,3581,1417,131.0,0.981,20,110,51.0,31.7,133,168,116,52.0,69.0,53,4.0
2011,SK,0.263,133,5124,4404,584,1157,204,18,100,1697,561,147,36.0,470,15,67,891,88.0,0.385,0.34,0.725,133.0,0.263,0.238,3.59,133.0,71.0,59.0,37.0,63.0,0.546,1192+1/3,1001.0,93.0,541.0,65.0,1006.0,522.0,476.0,1.29,1,9,34,15,5032,20130.0,0.233,149,16,99,35,24,64,3.0,133,68,5,3577,1378,124.0,0.986,6,93,64.0,40.8,133,166,105,61.0,63.3,46,9.0
2011,»ï¼º,0.259,133,5145,4437,625,1150,193,20,95,1668,585,73,43.0,522,23,69,940,97.0,0.376,0.343,0.719,132.0,0.262,0.167,3.35,133.0,79.0,50.0,48.0,74.0,0.612,1196+1/3,1191.0,92.0,395.0,38.0,841.0,513.0,445.0,1.33,1,12,65,8,5077,19378.0,0.263,183,19,87,30,8,40,5.0,133,75,5,3589,1298,115.0,0.985,6,91,50.0,35.5,133,209,158,51.0,75.6,54,9.0
2011,ÇÑÈ­,0.255,133,5085,4367,568,1112,160,14,93,1579,536,130,25.0,488,14,74,906,93.0,0.362,0.338,0.7,133.0,0.287,0.212,5.11,133.0,59.0,72.0,26.0,36.0,0.45,1175,1273.0,128.0,524.0,55.0,938.0,727.0,667.0,1.53,4,6,44,12,5280,20442.0,0.278,223,18,79,44,10,91,2.0,133,82,4,3525,1284,104.0,0.983,6,136,36.0,20.9,133,176,100,76.0,56.8,42,13.0
2011,³Ø¼¾,0.245,133,4989,4343,512,1065,187,23,79,1535,472,103,32.0,460,16,51,992,94.0,0.353,0.323,0.676,132.0,0.252,0.212,4.36,133.0,51.0,80.0,30.0,66.0,0.389,1171+1/3,1167.0,81.0,601.0,76.0,830.0,622.0,568.0,1.51,0,10,44,13,5195,20610.0,0.268,194,20,115,46,16,73,1.0,133,96,8,3514,1495,142.0,0.981,14,175,68.0,28.0,133,154,99,55.0,64.3,47,11.0
2012,»ï¼º,0.272,133,5161,4436,628,1205,200,26,89,1724,585,91,47.0,500,19,86,813,91.0,0.389,0.353,0.742,132.0,0.273,0.169,3.39,133.0,80.0,51.0,39.0,71.0,0.611,1187+2/3,1085.0,65.0,384.0,37.0,885.0,473.0,448.0,1.24,3,13,67,5,4941,19074.0,0.247,196,21,82,43,14,46,5.0,133,67,13,3563,1337,105.0,0.987,7,122,49.0,28.7,133,173,125,48.0,72.3,63,8.0
2012,·Ôµ¥,0.263,133,5043,4481,509,1179,202,16,73,1632,479,107,26.0,375,19,54,890,91.0,0.364,0.326,0.69,133.0,0.261,0.194,3.48,133.0,65.0,62.0,39.0,63.0,0.512,1190+1/3,1145.0,74.0,469.0,53.0,825.0,518.0,460.0,1.36,3,9,57,15,5070,19536.0,0.259,162,7,96,30,20,65,1.0,133,83,8,3571,1469,119.0,0.984,4,109,61.0,35.9,133,172,119,53.0,69.2,46,7.0
2012,LG,0.261,133,5180,4539,544,1184,212,18,59,1609,512,80,50.0,458,19,53,857,107.0,0.354,0.332,0.686,132.0,0.253,0.197,4.02,133.0,57.0,72.0,35.0,64.0,0.442,1202,1235.0,65.0,422.0,71.0,735.0,580.0,537.0,1.38,1,11,48,10,5188,19186.0,0.272,203,35,116,41,23,57,6.0,133,96,12,3606,1558,125.0,0.982,8,126,65.0,34.0,133,197,140,57.0,71.1,61,6.0
2012,µÎ»ê,0.26,133,4938,4379,524,1139,172,26,59,1540,490,102,40.0,362,12,54,659,129.0,0.352,0.322,0.674,132.0,0.286,0.201,3.58,133.0,68.0,62.0,38.0,47.0,0.523,1193+1/3,1053.0,66.0,491.0,57.0,802.0,519.0,475.0,1.29,9,12,80,14,5012,19215.0,0.243,198,23,99,34,17,57,4.0,133,78,11,3580,1472,124.0,0.985,12,101,68.0,40.2,133,167,116,51.0,69.5,62,10.0
2012,SK,0.258,133,4996,4347,564,1120,197,15,108,1671,523,118,28.0,445,19,58,864,85.0,0.384,0.333,0.717,131.0,0.256,0.197,3.82,133.0,71.0,59.0,40.0,69.0,0.546,1181+1/3,1114.0,90.0,457.0,70.0,814.0,528.0,502.0,1.33,0,10,54,15,5007,19078.0,0.256,201,19,92,32,26,35,7.0,133,63,9,3544,1414,143.0,0.987,6,95,54.0,36.2,133,179,104,75.0,58.1,57,4.0
2012,KIA,0.256,133,5131,4348,553,1112,197,19,54,1509,518,132,47.0,544,18,60,790,100.0,0.347,0.343,0.69,132.0,0.267,0.178,3.9,133.0,62.0,65.0,27.0,33.0,0.488,1183+2/3,1161.0,69.0,452.0,68.0,822.0,564.0,513.0,1.36,11,15,74,18,5101,19344.0,0.262,229,23,112,38,13,56,6.0,133,88,7,3551,1498,122.0,0.983,7,107,49.0,31.4,133,183,132,51.0,72.1,51,8.0
2012,ÇÑÈ­,0.249,133,5057,4331,509,1077,208,12,71,1522,479,100,27.0,538,17,61,907,102.0,0.351,0.338,0.689,133.0,0.253,0.219,4.55,133.0,53.0,77.0,29.0,54.0,0.408,1172+1/3,1148.0,106.0,488.0,68.0,936.0,647.0,593.0,1.4,3,6,60,12,5092,19601.0,0.263,186,14,121,47,18,82,3.0,133,73,3,3517,1428,104.0,0.985,9,165,60.0,26.7,133,160,107,53.0,66.9,50,16.0
2012,³Ø¼¾,0.243,133,5021,4338,549,1056,189,28,102,1607,509,92,43.0,476,17,72,892,79.0,0.37,0.325,0.695,132.0,0.261,0.154,3.83,133.0,61.0,69.0,36.0,34.0,0.469,1187+1/3,1131.0,80.0,535.0,74.0,853.0,551.0,505.0,1.4,3,6,64,11,5116,19743.0,0.259,202,18,104,43,9,62,0.0,133,78,12,3562,1510,145.0,0.985,7,170,54.0,24.1,133,251,179,72.0,71.3,53,16.0
2013,µÎ»ê,0.289,128,5142,4401,699,1271,217,37,95,1847,654,82,56.0,524,19,79,717,105.0,0.42,0.37,0.79,128.0,0.289,0.295,4.57,128.0,71.0,54.0,30.0,42.0,0.568,1150+1/3,1183.0,84.0,514.0,76.0,848.0,625.0,584.0,1.48,1,8,44,17,5043,19707.0,0.272,207,30,67,39,10,55,6.0,128,61,6,3451,1372,133.0,0.988,8,114,59.0,34.1,128,233,172,61.0,73.8,53,15.0
2013,»ï¼º,0.283,128,5042,4370,669,1235,212,17,113,1820,624,84,41.0,453,9,93,818,98.0,0.416,0.359,0.775,128.0,0.298,0.208,3.98,128.0,75.0,51.0,31.0,49.0,0.595,1146+2/3,1119.0,98.0,411.0,60.0,955.0,545.0,507.0,1.33,2,5,70,7,4896,19250.0,0.259,194,21,70,29,12,44,4.0,128,76,12,3440,1226,113.0,0.984,8,128,46.0,26.4,128,136,95,41.0,69.9,58,6.0
2013,LG,0.282,128,4934,4291,616,1210,194,38,59,1657,574,91,42.0,451,11,59,806,80.0,0.386,0.355,0.741,128.0,0.295,0.252,3.72,128.0,74.0,54.0,42.0,86.0,0.578,1134+2/3,1131.0,74.0,406.0,87.0,822.0,510.0,469.0,1.35,4,9,55,11,4848,18714.0,0.266,183,20,59,38,27,46,2.0,128,77,14,3404,1436,165.0,0.984,8,123,51.0,29.3,128,210,139,71.0,66.2,69,17.0
2013,³Ø¼¾,0.272,128,5015,4294,646,1167,209,11,125,1773,607,76,42.0,505,12,98,912,94.0,0.413,0.358,0.771,127.0,0.28,0.2,4.12,128.0,72.0,54.0,50.0,70.0,0.571,1146+1/3,1160.0,75.0,503.0,84.0,860.0,576.0,525.0,1.45,0,7,53,12,4996,19638.0,0.27,202,21,71,37,8,52,3.0,128,97,15,3439,1463,142.0,0.981,11,133,65.0,32.8,128,196,131,65.0,66.8,55,14.0
2013,SK,0.265,128,4950,4278,588,1134,189,20,124,1735,558,83,37.0,465,26,86,918,99.0,0.406,0.346,0.752,128.0,0.266,0.245,4.16,128.0,62.0,63.0,31.0,38.0,0.496,1139,1091.0,101.0,505.0,70.0,878.0,571.0,527.0,1.4,4,8,65,17,4932,19108.0,0.257,217,12,75,42,15,66,5.0,128,84,14,3417,1350,128.0,0.983,11,81,47.0,36.7,128,207,144,63.0,69.6,42,13.0
2013,·Ôµ¥,0.261,128,4978,4289,556,1118,208,18,61,1545,522,74,41.0,502,22,72,862,92.0,0.36,0.345,0.705,128.0,0.259,0.279,3.93,128.0,66.0,58.0,38.0,64.0,0.532,1149+1/3,1148.0,84.0,489.0,62.0,820.0,553.0,502.0,1.42,1,11,68,21,4986,19418.0,0.267,180,13,94,36,15,45,0.0,128,98,26,3448,1449,114.0,0.98,2,113,66.0,36.9,128,191,133,58.0,69.6,66,12.0
2013,KIA,0.261,128,5051,4318,587,1125,195,13,88,1610,545,78,42.0,537,8,75,864,110.0,0.373,0.349,0.722,127.0,0.258,0.24,5.12,128.0,51.0,74.0,32.0,50.0,0.408,1142+1/3,1307.0,88.0,532.0,76.0,923.0,711.0,650.0,1.61,2,3,48,12,5200,20309.0,0.293,259,28,79,48,12,73,6.0,128,71,10,3427,1318,103.0,0.985,10,193,57.0,22.8,128,188,141,47.0,75.0,50,7.0
2013,ÇÑÈ­,0.259,128,4915,4271,480,1106,212,13,47,1485,448,54,30.0,479,11,80,933,140.0,0.348,0.343,0.691,128.0,0.253,0.211,5.31,128.0,42.0,85.0,22.0,34.0,0.331,1129,1195.0,98.0,532.0,95.0,822.0,711.0,666.0,1.53,2,2,34,8,5073,19471.0,0.276,227,32,78,43,17,89,8.0,128,74,5,3387,1301,103.0,0.984,12,159,56.0,26.0,128,119,70,49.0,58.8,56,9.0
2013,NC,0.244,128,4866,4282,512,1045,209,25,86,1562,485,55,31.0,434,11,62,955,94.0,0.365,0.32,0.685,127.0,0.257,0.176,3.96,128.0,52.0,72.0,26.0,31.0,0.419,1144+1/3,1077.0,96.0,458.0,94.0,857.0,551.0,503.0,1.34,5,5,74,21,4919,19087.0,0.254,176,15,84,50,13,60,6.0,128,93,10,3433,1373,121.0,0.981,8,87,55.0,38.7,128,189,142,47.0,75.1,35,19.0
