연도,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,XBH,GO,AO,GO/AO,GW_RBI,BB/K,P/PA,ISOP,XR,GPA
,,,,,,,,,,,,,,,,,,,,,,,,,,,54,128,137,0.93,10,0.44,3.9,0.162,80.9,0.279
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,162,87,1.86,2,0.63,3.8,0.116,65.9,0.268
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,98,139,0.71,5,0.5,4.05,0.192,84.8,0.292
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,162,131,1.24,4,0.77,3.91,0.123,80.9,0.275
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,144,167,0.86,8,0.57,4.1,0.134,91.9,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,121,95,1.27,8,0.19,3.59,0.18,62.1,0.267
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,111,109,1.02,3,0.35,3.76,0.212,65.7,0.285
,,,,,,,,,,,,,,,,,,,,,,,,,,,69,79,177,0.45,7,0.41,3.96,0.23,95.7,0.293
,,,,,,,,,,,,,,,,,,,,,,,,,,,56,113,88,1.28,8,0.24,3.9,0.258,86.9,0.294
,,,,,,,,,,,,,,,,,,,,,,,,,,,23,142,120,1.18,3,1.14,3.78,0.078,61.9,0.262
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,110,100,1.1,5,0.35,3.72,0.148,62.8,0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,16,162,128,1.27,2,0.95,4.03,0.039,70.1,0.254
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,108,74,1.46,3,0.18,3.68,0.175,62.2,0.264
,,,,,,,,,,,,,,,,,,,,,,,,,,,63,121,132,0.92,3,0.42,4.04,0.233,94.5,0.291
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,98,190,0.52,14,0.67,3.94,0.186,83.6,0.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,72,94,138,0.68,14,0.42,4.21,0.317,104.2,0.315
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,108,103,1.05,4,0.36,3.8,0.148,58.3,0.259
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,78,143,0.55,3,0.5,4.0,0.131,61.1,0.261
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,57,121,0.47,6,0.5,3.98,0.259,84.4,0.303
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,120,125,0.96,6,0.4,4.01,0.118,78.2,0.258
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,123,138,0.89,8,0.69,3.48,0.08,46.3,0.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,132,135,0.98,3,0.58,3.78,0.172,65.8,0.264
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,108,89,1.21,2,0.28,3.86,0.098,55.2,0.239
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,122,101,1.21,10,0.3,3.68,0.187,65.1,0.263
,,,,,,,,,,,,,,,,,,,,,,,,,,,62,96,109,0.88,5,0.25,3.71,0.245,73.8,0.276
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,100,180,0.56,9,0.3,4.0,0.193,65.9,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,132,114,1.16,5,0.3,3.94,0.099,50.1,0.232
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,92,120,0.77,7,0.45,4.2,0.21,74.9,0.277
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,102,129,0.79,5,0.38,3.89,0.226,80.4,0.275
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,145,86,1.69,7,0.22,3.69,0.11,49.5,0.226
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,98,112,0.88,10,0.16,3.71,0.228,57.3,0.248
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,63,117,0.54,9,0.45,4.14,0.303,83.2,0.302
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,86,129,0.67,4,1.12,3.74,0.221,88.7,0.341
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,169,158,1.07,12,1.13,3.49,0.138,104.2,0.305
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,129,144,0.9,5,1.03,3.74,0.09,79.4,0.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,167,178,0.94,6,1.13,3.72,0.12,92.6,0.288
,,,,,,,,,,,,,,,,,,,,,,,,,,,43,121,87,1.39,11,0.7,3.84,0.16,84.2,0.311
,,,,,,,,,,,,,,,,,,,,,,,,,,,35,147,99,1.48,8,0.2,3.61,0.098,68.6,0.261
,,,,,,,,,,,,,,,,,,,,,,,,,,,57,103,135,0.76,4,0.41,3.78,0.207,99.1,0.304
,,,,,,,,,,,,,,,,,,,,,,,,,,,42,127,139,0.91,8,1.05,3.83,0.146,82.1,0.295
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,147,139,1.06,13,0.85,3.96,0.126,80.1,0.283
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,130,133,0.98,9,0.36,3.64,0.119,71.8,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,186,111,1.68,6,0.7,3.81,0.066,75.4,0.264
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,113,188,0.6,10,0.88,3.75,0.183,104.7,0.298
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,104,111,0.94,4,0.57,3.94,0.09,66.0,0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,68,112,157,0.71,14,0.76,3.81,0.238,105.0,0.314
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,165,158,1.04,9,1.04,3.67,0.133,84.2,0.276
,,,,,,,,,,,,,,,,,,,,,,,,,,,53,163,154,1.06,9,0.65,3.63,0.18,89.2,0.282
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,125,128,0.98,2,0.98,3.73,0.082,65.2,0.264
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,115,134,0.86,10,1.1,4.06,0.184,90.7,0.307
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,138,116,1.19,1,0.9,3.9,0.09,54.5,0.259
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,164,107,1.53,4,0.57,3.95,0.105,73.3,0.262
,,,,,,,,,,,,,,,,,,,,,,,,,,,22,169,111,1.52,4,0.73,3.83,0.06,63.0,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,51,76,159,0.48,13,0.56,3.73,0.201,84.0,0.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,129,127,1.02,10,0.92,4.08,0.222,93.5,0.307
,,,,,,,,,,,,,,,,,,,,,,,,,,,56,82,190,0.43,14,0.75,3.85,0.227,107.1,0.309
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,136,121,1.12,4,1.65,3.7,0.079,53.5,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,21,110,98,1.12,2,0.92,4.07,0.072,55.9,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,148,165,0.9,9,0.94,3.5,0.082,63.4,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,103,128,0.8,4,0.54,3.67,0.155,68.0,0.272
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,146,143,1.02,7,0.72,3.58,0.151,72.5,0.269
,,,,,,,,,,,,,,,,,,,,,,,,,,,46,89,167,0.53,9,0.42,3.54,0.176,75.4,0.268
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,106,149,0.71,9,0.73,3.78,0.183,73.9,0.277
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,111,142,0.78,11,0.56,3.57,0.152,82.7,0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,163,116,1.41,6,0.52,3.6,0.026,52.8,0.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,85,118,0.72,13,0.67,4.11,0.28,98.3,0.319
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,135,121,1.12,7,0.6,3.78,0.111,62.9,0.253
,,,,,,,,,,,,,,,,,,,,,,,,,,,58,90,164,0.55,12,0.62,4.19,0.232,94.5,0.294
,,,,,,,,,,,,,,,,,,,,,,,,,,,27,145,133,1.09,4,0.75,3.95,0.083,63.8,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,115,114,1.01,8,0.37,3.86,0.167,56.8,0.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,88,120,0.73,7,0.3,3.95,0.1,52.3,0.238
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,82,123,0.67,4,0.62,3.93,0.113,57.3,0.259
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,137,141,0.97,10,0.58,3.57,0.122,57.1,0.245
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,84,145,0.58,7,1.16,3.86,0.09,59.0,0.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,110,156,0.71,9,0.43,3.65,0.177,71.3,0.258
,,,,,,,,,,,,,,,,,,,,,,,,,,,24,145,124,1.17,5,0.95,3.98,0.066,59.1,0.242
,,,,,,,,,,,,,,,,,,,,,,,,,,,32,108,106,1.02,7,0.55,4.0,0.131,65.7,0.268
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,128,120,1.07,2,0.23,3.39,0.093,44.7,0.223
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,175,146,1.2,2,0.48,3.99,0.112,69.3,0.236
,,,,,,,,,,,,,,,,,,,,,,,,,,,21,173,119,1.45,4,0.31,3.88,0.058,51.9,0.214
,,,,,,,,,,,,,,,,,,,,,,,,,,,43,110,88,1.25,12,0.42,3.81,0.208,67.6,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,122,122,1.0,8,0.5,4.11,0.127,66.7,0.247
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,88,133,0.66,8,0.54,3.93,0.128,54.2,0.245
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,148,133,1.11,3,0.77,3.47,0.054,37.0,0.211
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,87,145,0.6,4,0.59,4.0,0.195,59.7,0.257
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,152,154,0.99,2,0.71,4.1,0.089,59.8,0.225
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,111,124,0.9,5,0.53,3.92,0.064,37.9,0.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,66,111,128,0.87,18,0.69,4.13,0.236,119.2,0.342
,,,,,,,,,,,,,,,,,,,,,,,,,,,54,171,130,1.32,11,1.09,3.71,0.141,104.1,0.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,87,94,140,0.67,16,0.49,4.06,0.331,137.9,0.358
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,123,145,0.85,8,0.75,3.91,0.131,85.7,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,50,206,150,1.37,9,1.38,3.66,0.157,108.6,0.306
,,,,,,,,,,,,,,,,,,,,,,,,,,,69,124,200,0.62,13,1.26,3.74,0.191,104.6,0.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,33,128,143,0.9,3,1.25,3.45,0.11,71.6,0.282
,,,,,,,,,,,,,,,,,,,,,,,,,,,59,153,167,0.92,16,1.19,3.8,0.192,106.7,0.309
,,,,,,,,,,,,,,,,,,,,,,,,,,,60,124,121,1.02,8,0.71,3.81,0.214,104.2,0.321
,,,,,,,,,,,,,,,,,,,,,,,,,,,60,98,171,0.57,13,0.98,3.58,0.275,102.7,0.331
,,,,,,,,,,,,,,,,,,,,,,,,,,,73,102,106,0.96,20,0.33,3.82,0.272,111.0,0.325
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,112,166,0.67,9,0.48,3.82,0.2,95.3,0.295
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,99,110,0.9,8,0.37,3.73,0.196,68.7,0.289
,,,,,,,,,,,,,,,,,,,,,,,,,,,48,106,128,0.83,17,0.66,3.77,0.17,82.7,0.296
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,99,123,0.8,8,0.56,4.0,0.17,82.7,0.293
,,,,,,,,,,,,,,,,,,,,,,,,,,,49,103,194,0.53,7,0.71,4.2,0.167,88.1,0.283
,,,,,,,,,,,,,,,,,,,,,,,,,,,72,130,183,0.71,10,1.13,3.87,0.251,112.5,0.318
,,,,,,,,,,,,,,,,,,,,,,,,,,,29,95,94,1.01,8,1.21,4.24,0.16,74.1,0.313
,,,,,,,,,,,,,,,,,,,,,,,,,,,23,144,113,1.27,3,0.64,3.94,0.063,67.8,0.261
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,104,201,0.52,14,1.1,3.71,0.218,109.9,0.309
,,,,,,,,,,,,,,,,,,,,,,,,,,,26,128,100,1.28,8,1.0,4.14,0.097,63.1,0.279
,,,,,,,,,,,,,,,,,,,,,,,,,,,54,114,167,0.68,11,0.65,3.72,0.168,83.3,0.284
,,,,,,,,,,,,,,,,,,,,,,,,,,,58,123,135,0.91,3,0.39,4.1,0.161,86.9,0.278
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,164,129,1.27,3,0.98,3.84,0.098,72.7,0.265
,,,,,,,,,,,,,,,,,,,,,,,,,,,15,119,88,1.35,6,0.77,4.46,0.037,59.5,0.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,89,119,0.75,3,0.66,4.28,0.132,69.5,0.279
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,114,118,0.97,9,0.46,3.73,0.159,63.9,0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,154,173,0.89,16,0.78,3.54,0.161,83.7,0.272
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,84,140,0.6,7,0.56,4.01,0.154,85.7,0.287
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,122,151,0.81,3,0.51,3.99,0.125,71.4,0.259
,,,,,,,,,,,,,,,,,,,,,,,,,,,41,117,124,0.94,7,0.48,3.99,0.131,84.1,0.272
,,,,,,,,,,,,,,,,,,,,,,,,,,,18,120,126,0.95,4,1.0,3.97,0.057,50.3,0.249
,,,,,,,,,,,,,,,,,,,,,,,,,,,36,112,137,0.82,3,0.74,3.74,0.126,58.0,0.261
,,,,,,,,,,,,,,,,,,,,,,,,,,,17,139,125,1.11,2,1.64,4.25,0.05,57.6,0.256
,,,,,,,,,,,,,,,,,,,,,,,,,,,37,140,127,1.1,5,0.49,3.96,0.114,70.8,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,64,87,149,0.58,4,0.78,4.15,0.264,105.6,0.316
,,,,,,,,,,,,,,,,,,,,,,,,,,,44,144,154,0.94,2,0.9,3.75,0.142,73.7,0.266
,,,,,,,,,,,,,,,,,,,,,,,,,,,40,113,97,1.16,7,0.95,4.37,0.137,74.3,0.289
,,,,,,,,,,,,,,,,,,,,,,,,,,,61,174,155,1.12,10,0.66,3.73,0.203,87.0,0.277
,,,,,,,,,,,,,,,,,,,,,,,,,,,57,71,108,0.66,6,0.4,4.05,0.313,90.3,0.311
,,,,,,,,,,,,,,,,,,,,,,,,,,,58,83,122,0.68,9,0.31,3.79,0.263,92.8,0.294
,,,,,,,,,,,,,,,,,,,,,,,,,,,39,137,102,1.34,4,0.59,3.87,0.158,70.0,0.271
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,106,125,0.85,6,0.59,3.79,0.135,54.8,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,38,142,160,0.89,6,1.57,3.97,0.11,83.2,0.272
,,,,,,,,,,,,,,,,,,,,,,,,,,,45,93,111,0.84,4,0.46,3.9,0.206,69.0,0.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,55,76,162,0.47,12,0.77,3.93,0.268,98.7,0.311
,,,,,,,,,,,,,,,,,,,,,,,,,,,30,87,138,0.63,4,0.6,4.07,0.139,61.6,0.255
,,,,,,,,,,,,,,,,,,,,,,,,,,,57,127,104,1.22,12,0.59,3.91,0.229,96.7,0.291
,,,,,,,,,,,,,,,,,,,,,,,,,,,34,117,118,0.99,9,0.38,3.6,0.154,55.0,0.252
,,,,,,,,,,,,,,,,,,,,,,,,,,,25,139,130,1.07,1,0.48,3.87,0.069,51.9,0.225
,,,,,,,,,,,,,,,,,,,,,,,,,,,31,108,111,0.97,7,0.66,3.99,0.12,49.7,0.245
,,,,,,,,,,,,,,,,,,,,,,,,,,,22,138,132,1.05,5,0.38,4.08,0.065,46.0,0.206
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,153,136,1.13,1,0.41,3.93,0.052,34.4,0.193
