연도,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
2007,이재원,SK,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2007,이진영,SK,1루수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
2007,정경배,SK,1루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
2007,정근우,SK,좌익수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
2007,정근우,SK,중견수,1,0,1,0,0,0,0,0,-,0,0,0,-
2007,조웅천,SK,좌익수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
2007,최정,SK,유격수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
2007,김민성,롯데,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2007,김유신,롯데,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
2007,이창석,롯데,좌익수,1,1,1,0,0,1,0,0,1.000,0,0,0,-
2007,최길성,롯데,좌익수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
2007,김우석,LG,2루수,1,0,1,1,0,1,1,1,0.667,0,0,0,-
2007,김우석,LG,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2007,박영복,LG,포수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
2007,손인호,LG,좌익수,1,0,2,0,0,0,0,0,-,0,0,0,-
2007,안재만,LG,1루수,1,0,2,0,0,2,0,0,1.000,0,0,0,-
2007,최종인,LG,투수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
2007,추승우,LG,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2007,황선일,LG,좌익수,1,0,2,0,0,0,0,0,-,0,0,0,-
2008,김현수,두산,좌익수,126,123,1090+2/3,1,0,256,6,2,0.996,0,0,0,-
2008,이대형,LG,중견수,126,126,1091+1/3,2,0,343,6,4,0.994,0,0,0,-
2008,고영민,두산,2루수,125,121,1011+2/3,9,0,211,334,71,0.984,0,0,0,-
2008,이범호,한화,3루수,125,123,1056+2/3,7,0,69,262,35,0.979,0,0,0,-
2008,클락,한화,중견수,124,122,1086+2/3,5,0,273,10,3,0.983,0,0,0,-
2008,조성환,롯데,2루수,123,123,1039,10,0,269,378,108,0.985,0,0,0,-
2008,강민호,롯데,포수,120,119,1012,6,1,646,74,8,0.992,6,103,46,30.9
2008,나주환,SK,유격수,118,104,951+2/3,17,0,171,342,74,0.968,0,0,0,-
2008,이종욱,두산,중견수,118,114,945+1/3,2,0,288,4,1,0.993,0,0,0,-
2008,정근우,SK,2루수,115,97,861+2/3,12,0,236,311,82,0.979,0,0,0,-
2008,최정,SK,3루수,114,111,997+1/3,14,0,70,220,13,0.954,0,0,0,-
2008,김민재,한화,유격수,114,106,902+1/3,13,0,152,324,74,0.973,0,0,0,-
2008,박기혁,롯데,유격수,113,109,925+1/3,18,0,171,383,70,0.969,0,0,0,-
2008,최형우,삼성,우익수,112,100,809,3,0,217,7,1,0.987,0,0,0,-
2008,김종국,KIA,2루수,112,92,816,2,0,192,324,67,0.996,0,0,0,-
2008,김태균,한화,1루수,111,110,930+1/3,3,0,927,74,100,0.997,0,0,0,-
2008,박석민,삼성,3루수,111,103,845,15,0,70,210,17,0.949,0,0,0,-
2008,채상병,두산,포수,110,104,818+2/3,3,0,608,38,5,0.995,8,76,22,22.4
2008,가르시아,롯데,우익수,110,109,938+2/3,4,0,214,17,7,0.983,0,0,0,-
2008,김동주,두산,3루수,108,107,852,10,0,60,163,16,0.957,0,0,0,-
2008,송지만,우리,우익수,108,105,879+2/3,3,0,239,4,3,0.988,0,0,0,-
2008,신경현,한화,포수,106,90,745+2/3,5,1,508,48,11,0.991,6,110,31,22.0
2008,김강민,SK,중견수,105,68,688,8,0,170,6,0,0.957,0,0,0,-
2008,이용규,KIA,중견수,105,100,897+2/3,2,0,219,10,5,0.991,0,0,0,-
2008,차일목,KIA,포수,105,93,748+2/3,5,1,495,54,6,0.991,3,89,33,27.0
2008,박진만,삼성,유격수,103,100,818,9,0,164,318,64,0.982,0,0,0,-
2008,강귀태,우리,포수,102,72,634+1/3,7,2,408,45,11,0.985,4,69,31,31.0
2008,박재홍,SK,우익수,101,87,731+2/3,2,0,161,8,2,0.988,0,0,0,-
2008,이현곤,KIA,3루수,101,95,809,5,0,45,182,11,0.978,0,0,0,-
2008,정성훈,우리,3루수,101,97,790+2/3,9,0,57,214,23,0.968,0,0,0,-
2008,박경완,SK,포수,100,85,773+2/3,2,1,547,63,13,0.997,4,53,41,43.6
2008,이숭용,우리,1루수,100,92,727+1/3,5,0,751,52,71,0.994,0,0,0,-
2008,이택근,우리,중견수,100,98,798+2/3,5,0,231,5,3,0.979,0,0,0,-
2008,한상훈,한화,2루수,98,70,638+2/3,5,0,175,227,71,0.988,0,0,0,-
2008,진갑용,삼성,포수,98,83,648,3,0,414,45,7,0.994,4,58,34,37.0
2008,박한이,삼성,중견수,97,94,787+2/3,2,0,211,3,0,0.991,0,0,0,-
2008,김재호,두산,유격수,95,71,601+1/3,12,0,106,194,34,0.962,0,0,0,-
2008,신명철,삼성,2루수,94,63,606+2/3,5,0,140,192,36,0.985,0,0,0,-
2008,조인성,LG,포수,92,80,704,4,2,429,48,8,0.992,5,46,23,33.3
2008,이대호,롯데,3루수,89,87,734,9,0,70,164,30,0.963,0,0,0,-
2008,박경수,LG,2루수,88,81,666+2/3,7,0,178,224,51,0.983,0,0,0,-
2008,최동수,LG,1루수,88,83,697+2/3,4,0,727,42,70,0.995,0,0,0,-
2008,전준호,우리,좌익수,87,77,584+1/3,4,0,130,6,1,0.971,0,0,0,-
2008,김동수,우리,포수,86,46,390,1,0,277,26,3,0.997,5,42,13,23.6
2008,정우람,SK,투수,85,0,77+2/3,0,0,2,16,0,1.0,0,0,0,-
2008,이대수,두산,유격수,85,55,531+1/3,12,0,77,179,36,0.955,0,0,0,-
2008,이희근,한화,포수,84,34,359,4,0,234,17,5,0.984,3,60,12,16.7
2008,박재상,SK,좌익수,83,77,679+1/3,4,0,136,4,0,0.972,0,0,0,-
2008,이승화,롯데,중견수,79,38,412+1/3,1,0,122,4,2,0.992,0,0,0,-
2008,정수근,롯데,좌익수,79,79,669,6,0,137,9,0,0.961,0,0,0,-
2008,박용택,LG,좌익수,77,76,639+1/3,0,0,142,3,1,1.0,0,0,0,-
2008,권용관,LG,유격수,76,71,592+2/3,8,0,95,206,41,0.974,0,0,0,-
2008,김원섭,KIA,좌익수,76,51,503,0,0,107,4,2,1.0,0,0,0,-
2008,정원석,두산,1루수,75,11,247+1/3,1,0,244,28,17,0.996,0,0,0,-
2008,이여상,한화,2루수,75,47,417+1/3,2,0,112,158,39,0.993,0,0,0,-
2008,안치용,LG,우익수,75,72,590+2/3,2,0,130,3,0,0.985,0,0,0,-
2008,김상현,LG,3루수,73,64,542+2/3,9,0,64,114,10,0.952,0,0,0,-
2008,김선빈,KIA,유격수,73,65,568+1/3,11,0,86,198,39,0.963,0,0,0,-
2008,추승우,한화,좌익수,72,47,459,1,0,85,4,0,0.989,0,0,0,-
2008,이종범,KIA,우익수,72,58,496+1/3,3,0,94,3,0,0.97,0,0,0,-
2008,장성호,KIA,1루수,70,64,562+1/3,4,0,620,61,63,0.994,0,0,0,-
2008,박현승,롯데,1루수,67,59,510+2/3,2,0,554,36,64,0.997,0,0,0,-
2008,강정호,우리,유격수,66,65,576,11,0,96,204,38,0.965,0,0,0,-
2008,민병헌,두산,우익수,65,17,251+2/3,0,0,58,5,1,1.0,0,0,0,-
2008,이성열,두산,우익수,65,55,465+1/3,5,0,116,2,1,0.959,0,0,0,-
2008,이재우,두산,투수,65,0,88+1/3,2,0,7,18,1,0.926,0,0,0,-
2008,현재윤,삼성,포수,65,35,340+1/3,2,1,228,23,7,0.992,2,41,16,28.1
2008,정상호,SK,포수,64,40,360,3,2,288,26,1,0.991,2,35,14,28.6
2008,마정길,한화,투수,64,0,94,1,1,3,19,0,0.957,0,0,0,-
2008,채태인,삼성,1루수,64,62,538+1/3,1,0,595,41,56,0.998,0,0,0,-
2008,강영식,롯데,투수,64,0,56,0,0,4,7,1,1.0,0,0,0,-
2008,김일경,우리,2루수,63,49,420,4,0,80,144,27,0.982,0,0,0,-
2008,오재원,두산,1루수,62,44,378,4,0,371,30,28,0.99,0,0,0,-
2008,최승환,두산,포수,62,18,264+2/3,1,1,186,18,6,0.995,3,22,9,29.0
2008,김정민,LG,포수,61,46,397+1/3,5,1,255,39,6,0.983,2,38,20,34.5
2008,황재균,우리,유격수,61,60,519+1/3,10,0,85,171,39,0.962,0,0,0,-
2008,가득염,SK,투수,60,0,32+2/3,0,0,2,3,0,1.0,0,0,0,-
2008,유재웅,두산,우익수,60,59,416,3,0,110,6,4,0.975,0,0,0,-
2008,이진영,SK,우익수,59,33,276+1/3,0,0,71,1,0,1.0,0,0,0,-
2008,토마스,한화,투수,59,0,63+1/3,0,0,4,12,0,1.0,0,0,0,-
2008,김주찬,롯데,중견수,58,55,448+2/3,4,0,104,6,0,0.965,0,0,0,-
2008,임태훈,두산,투수,57,0,87,2,1,9,7,0,0.889,0,0,0,-
2008,오승환,삼성,투수,57,0,57+2/3,0,0,1,3,0,1.0,0,0,0,-
2008,이진영,SK,1루수,56,45,330,3,0,334,25,26,0.992,0,0,0,-
2008,윤길현,SK,투수,55,0,49+2/3,1,0,2,4,1,0.857,0,0,0,-
2008,우규민,LG,투수,54,0,51+1/3,0,0,2,12,1,1.0,0,0,0,-
2008,정재복,LG,투수,54,0,71+2/3,0,1,4,16,2,1.0,0,0,0,-
2008,유동훈,KIA,투수,54,0,79,2,1,12,17,2,0.935,0,0,0,-
2008,김창희,삼성,우익수,53,12,186,0,0,42,1,0,1.0,0,0,0,-
2008,정현욱,삼성,투수,53,7,127,0,0,5,12,2,1.0,0,0,0,-
2008,송신영,우리,투수,53,1,72+2/3,1,0,5,11,1,0.941,0,0,0,-
2008,박정권,SK,1루수,52,27,303,3,0,342,27,41,0.992,0,0,0,-
2008,조웅천,SK,투수,52,0,47,0,2,3,10,1,1.0,0,0,0,-
2008,김창희,삼성,좌익수,52,33,263,0,0,47,0,0,1.0,0,0,0,-
2008,조용훈,우리,투수,52,0,56+2/3,0,2,1,15,1,1.0,0,0,0,-
2008,안지만,삼성,투수,51,1,69+2/3,0,2,5,15,1,1.0,0,0,0,-
2008,노환수,우리,투수,51,0,27+1/3,1,0,1,5,0,0.857,0,0,0,-
2008,조동화,SK,좌익수,50,38,368,0,0,79,4,1,1.0,0,0,0,-
2008,손영민,KIA,투수,50,0,63+2/3,1,0,2,6,0,0.889,0,0,0,-
2008,정대현,SK,투수,49,0,60+2/3,0,0,4,15,1,1.0,0,0,0,-
2008,박경수,LG,유격수,49,28,276+2/3,3,0,68,93,16,0.982,0,0,0,-
2008,조동화,SK,중견수,48,40,302,0,0,75,0,0,1.0,0,0,0,-
2008,윤재국,한화,우익수,48,33,325+2/3,0,0,91,1,0,1.0,0,0,0,-
2008,한상훈,한화,유격수,48,16,202+1/3,2,0,49,69,15,0.983,0,0,0,-
2008,김재걸,삼성,2루수,48,28,235,1,0,60,84,18,0.993,0,0,0,-
2008,이재영,LG,투수,48,3,68,1,0,3,14,0,0.944,0,0,0,-
2008,양현종,KIA,투수,48,9,75+2/3,0,0,3,10,0,1.0,0,0,0,-
2008,최준석,두산,1루수,47,41,275+1/3,0,0,261,22,25,1.0,0,0,0,-
2008,추승우,한화,우익수,47,32,314+2/3,1,0,85,1,1,0.989,0,0,0,-
2008,김재걸,삼성,유격수,47,21,218+1/3,2,0,37,80,15,0.983,0,0,0,-
2008,허승민,삼성,중견수,47,11,157,1,0,41,1,0,0.977,0,0,0,-
2008,김주찬,롯데,1루수,47,33,288+1/3,4,0,303,14,43,0.988,0,0,0,-
2008,발데스,KIA,유격수,47,47,401+2/3,6,0,85,142,26,0.974,0,0,0,-
2008,안영명,한화,투수,46,2,58,1,2,4,8,0,0.923,0,0,0,-
2008,손인호,LG,우익수,46,25,253+1/3,0,0,63,1,0,1.0,0,0,0,-
2008,한기주,KIA,투수,46,0,58+1/3,1,0,1,16,1,0.944,0,0,0,-
2008,강봉규,삼성,좌익수,45,23,212+1/3,0,0,47,3,0,1.0,0,0,0,-
2008,우동균,삼성,좌익수,45,33,274+2/3,0,0,50,2,0,1.0,0,0,0,-
2008,채종국,LG,2루수,45,5,123+1/3,1,0,19,38,2,0.983,0,0,0,-
2008,금민철,두산,투수,44,1,59+1/3,2,0,9,8,0,0.895,0,0,0,-
2008,김상현,두산,투수,44,4,86+1/3,0,1,5,15,0,1.0,0,0,0,-
2008,오재원,두산,3루수,44,15,191+1/3,2,0,18,43,6,0.968,0,0,0,-
2008,이영우,한화,좌익수,43,41,311,0,0,62,0,0,1.0,0,0,0,-
2008,권혁,삼성,투수,43,0,47+2/3,2,0,2,4,0,0.75,0,0,0,-
2008,조현근,삼성,투수,43,0,42+1/3,1,0,3,12,2,0.938,0,0,0,-
2008,김원형,SK,투수,42,4,74+1/3,1,0,7,11,0,0.947,0,0,0,-
2008,모창민,SK,1루수,42,24,205+2/3,2,0,185,12,19,0.99,0,0,0,-
2008,정재훈,두산,투수,42,3,53,1,0,3,12,0,0.938,0,0,0,-
2008,윤규진,한화,투수,42,1,70,0,1,7,15,2,1.0,0,0,0,-
2008,박용근,LG,유격수,42,27,236,3,0,34,86,14,0.976,0,0,0,-
2008,박석민,삼성,1루수,41,16,183,2,0,181,11,14,0.99,0,0,0,-
2008,권도영,우리,2루수,41,25,225+1/3,3,0,47,72,13,0.975,0,0,0,-
2008,정수성,우리,좌익수,41,10,169+1/3,0,0,42,0,0,1.0,0,0,0,-
2008,임준혁,KIA,투수,40,3,66+2/3,0,0,3,10,0,1.0,0,0,0,-
2008,이현승,우리,투수,40,19,119+1/3,0,2,9,25,2,1.0,0,0,0,-
2008,크루즈,삼성,1루수,39,37,317,2,0,318,13,23,0.994,0,0,0,-
2008,정찬헌,LG,투수,39,14,105+2/3,2,0,2,18,1,0.909,0,0,0,-
2008,이성우,KIA,포수,39,4,114,1,1,77,10,1,0.989,0,9,4,30.8
2008,채종범,KIA,우익수,39,23,221,1,0,52,0,0,0.981,0,0,0,-
2008,조영민,SK,투수,38,0,53,0,0,3,3,0,1.0,0,0,0,-
2008,안경현,두산,1루수,38,29,234,1,0,224,21,21,0.996,0,0,0,-
2008,구대성,한화,투수,38,0,41+1/3,1,0,6,6,1,0.923,0,0,0,-
2008,오상민,LG,투수,38,0,23,0,0,2,3,0,1.0,0,0,0,-
2008,이범준,LG,투수,38,7,92,3,0,5,13,1,0.857,0,0,0,-
2008,임경완,롯데,투수,38,0,38+2/3,1,0,0,7,0,0.875,0,0,0,-
2008,오승택,한화,좌익수,37,7,119+1/3,0,0,27,0,0,1.0,0,0,0,-
2008,권오원,삼성,투수,37,0,48+2/3,1,2,0,7,1,0.875,0,0,0,-
2008,류택현,LG,투수,37,0,15+1/3,0,0,1,4,0,1.0,0,0,0,-
2008,정보명,롯데,3루수,37,29,261+2/3,5,0,36,58,7,0.949,0,0,0,-
2008,최향남,롯데,투수,37,0,50+1/3,0,0,3,9,0,1.0,0,0,0,-
2008,최영필,한화,투수,36,9,87+2/3,2,1,6,13,0,0.905,0,0,0,-
2008,전준호,우리,투수,36,6,56+1/3,1,0,4,7,1,0.917,0,0,0,-
2008,페타지니,LG,1루수,35,35,290,4,0,289,32,24,0.988,0,0,0,-
2008,김재호,두산,3루수,34,3,91+1/3,1,0,5,16,2,0.955,0,0,0,-
2008,이혜천,두산,투수,34,22,109+1/3,2,0,5,16,1,0.913,0,0,0,-
2008,윤성환,삼성,투수,34,24,135+2/3,0,1,5,17,1,1.0,0,0,0,-
2008,박준수,우리,투수,34,0,27+2/3,0,0,0,1,0,1.0,0,0,0,-
2008,황두성,우리,투수,34,15,104+1/3,2,0,5,9,0,0.875,0,0,0,-
2008,박재홍,SK,중견수,33,16,145+2/3,3,0,35,1,1,0.923,0,0,0,-
2008,김혁민,한화,투수,33,4,65+1/3,0,0,4,7,0,1.0,0,0,0,-
2008,연경흠,한화,좌익수,33,24,198+2/3,0,0,43,2,0,1.0,0,0,0,-
2008,안치용,LG,좌익수,33,27,246+2/3,0,0,55,2,0,1.0,0,0,0,-
2008,나승현,롯데,투수,33,0,42,0,0,1,6,0,1.0,0,0,0,-
2008,진야곱,두산,투수,32,1,32,1,0,2,5,0,0.875,0,0,0,-
2008,송광민,한화,우익수,32,25,172,0,0,56,1,0,1.0,0,0,0,-
2008,유원상,한화,투수,32,21,123+1/3,1,1,8,22,1,0.968,0,0,0,-
2008,허승민,삼성,좌익수,32,1,60+1/3,0,0,15,0,0,1.0,0,0,0,-
2008,김태완,LG,3루수,32,23,195+2/3,3,0,11,45,5,0.949,0,0,0,-
2008,이종열,LG,3루수,32,28,230+2/3,1,0,19,44,5,0.984,0,0,0,-
2008,김일엽,롯데,투수,32,0,48+2/3,0,0,3,12,1,1.0,0,0,0,-
2008,김상훈,KIA,포수,32,27,209+2/3,0,0,143,17,2,1.0,3,37,10,21.3
2008,황재균,우리,3루수,32,14,157+2/3,4,0,13,34,0,0.922,0,0,0,-
2008,송진우,한화,투수,31,25,132+2/3,0,1,5,20,3,1.0,0,0,0,-
2008,심광호,삼성,포수,31,8,131,1,0,101,7,0,0.991,3,24,6,20.0
2008,이상목,삼성,투수,31,21,124+2/3,1,0,3,20,1,0.958,0,0,0,-
2008,이종열,LG,2루수,31,30,208+1/3,2,0,50,75,17,0.984,0,0,0,-
2008,배장호,롯데,투수,31,0,37,1,0,1,9,1,0.909,0,0,0,-
2008,김선빈,KIA,2루수,31,21,166+1/3,2,0,29,63,8,0.979,0,0,0,-
2008,김원섭,KIA,우익수,31,21,186,0,0,48,1,0,1.0,0,0,0,-
2008,나지완,KIA,좌익수,31,23,197,0,0,33,1,0,1.0,0,0,0,-
2008,유재신,우리,2루수,31,20,186+1/3,4,0,59,64,18,0.969,0,0,0,-
2008,권영진,SK,1루수,30,6,102,1,0,90,2,11,0.989,0,0,0,-
2008,조동화,SK,우익수,30,2,82,0,0,13,0,0,1.0,0,0,0,-
2008,고동진,한화,우익수,30,22,198+2/3,0,0,52,1,1,1.0,0,0,0,-
2008,경헌호,LG,투수,30,0,46+2/3,0,0,2,8,0,1.0,0,0,0,-
2008,이승호,SK,투수,29,2,37,0,0,0,6,0,1.0,0,0,0,-
2008,랜들,두산,투수,29,29,150+2/3,1,0,12,25,2,0.974,0,0,0,-
2008,옥스프링,LG,투수,29,28,174+2/3,0,1,6,34,1,1.0,0,0,0,-
2008,이원석,롯데,유격수,29,16,171,2,0,23,56,13,0.975,0,0,0,-
2008,이인구,롯데,중견수,29,26,195+2/3,0,0,57,3,3,1.0,0,0,0,-
2008,봉중근,LG,투수,28,28,186+1/3,3,6,12,36,2,0.941,0,0,0,-
2008,이범석,KIA,투수,28,19,120+1/3,3,0,6,15,2,0.875,0,0,0,-
2008,이종범,KIA,1루수,28,19,171+1/3,2,0,189,13,14,0.99,0,0,0,-
2008,마일영,우리,투수,28,28,173,0,1,11,29,3,1.0,0,0,0,-
2008,김광현,SK,투수,27,27,162,5,0,7,28,0,0.875,0,0,0,-
2008,송은범,SK,투수,27,21,114+2/3,2,1,6,18,0,0.923,0,0,0,-
2008,채병용,SK,투수,27,23,136+2/3,1,1,11,17,1,0.966,0,0,0,-
2008,배영수,삼성,투수,27,23,114,0,0,7,21,3,1.0,0,0,0,-
2008,전병호,삼성,투수,27,16,83,1,2,6,17,0,0.958,0,0,0,-
2008,이대호,롯데,1루수,27,22,197+1/3,2,0,204,21,20,0.991,0,0,0,-
2008,최기문,롯데,포수,27,7,98,0,0,71,7,1,1.0,0,9,2,18.2
2008,장원삼,우리,투수,27,27,167+1/3,1,1,8,32,2,0.976,0,0,0,-
2008,레이번,SK,투수,26,26,133+2/3,1,0,6,21,0,0.964,0,0,0,-
2008,류현진,한화,투수,26,26,165+2/3,1,0,2,26,0,0.966,0,0,0,-
2008,조동찬,삼성,3루수,26,16,157,1,0,11,39,2,0.98,0,0,0,-
2008,손민한,롯데,투수,26,26,179,2,0,17,43,7,0.968,0,0,0,-
2008,송승준,롯데,투수,26,26,153+1/3,2,1,7,16,1,0.92,0,0,0,-
2008,장원준,롯데,투수,26,26,155+2/3,1,0,5,27,3,0.97,0,0,0,-
2008,김주형,KIA,3루수,26,18,147+1/3,4,0,8,40,7,0.923,0,0,0,-
2008,문수호,KIA,투수,26,0,11+1/3,0,0,1,3,0,1.0,0,0,0,-
2008,강정호,우리,2루수,26,21,181+2/3,2,0,44,63,15,0.982,0,0,0,-
2008,김수경,우리,투수,26,16,106+2/3,1,0,8,10,0,0.947,0,0,0,-
2008,정민철,한화,투수,25,25,127+1/3,0,0,8,21,0,1.000,0,0,0,-
2008,김창희,삼성,중견수,25,19,146+1/3,0,0,40,0,0,1.000,0,0,0,-
2008,차우찬,삼성,투수,25,0,36+2/3,0,0,0,4,0,1.000,0,0,0,-
2008,김주찬,롯데,좌익수,25,12,113+1/3,0,0,24,1,0,1.000,0,0,0,-
2008,이인구,롯데,좌익수,25,12,128+1/3,0,0,30,3,0,1.000,0,0,0,-
2008,김재걸,삼성,3루수,24,3,82+1/3,2,0,10,22,2,0.941,0,0,0,-
2008,윤석민,KIA,투수,24,23,154+2/3,1,1,12,25,0,0.974,0,0,0,-
2008,진민호,KIA,투수,24,0,11+1/3,0,0,0,0,0,-,0,0,0,-
2008,최경환,KIA,좌익수,24,21,151+1/3,0,0,36,3,0,1.000,0,0,0,-
2008,정수성,우리,중견수,24,12,136+1/3,0,0,37,0,0,1.000,0,0,0,-
2008,이한진,SK,투수,23,2,34,0,0,2,5,1,1.000,0,0,0,-
2008,손지환,삼성,2루수,23,9,89,1,0,14,35,7,0.980,0,0,0,-
2008,전근표,우리,1루수,23,9,113+1/3,1,0,112,10,11,0.992,0,0,0,-
2008,김명제,두산,투수,22,17,112,1,0,5,8,0,0.929,0,0,0,-
2008,전상렬,두산,우익수,22,9,118,0,0,30,2,2,1.000,0,0,0,-
2008,조동찬,삼성,좌익수,22,15,145,0,0,32,1,0,1.000,0,0,0,-
2008,손광민,롯데,우익수,22,16,153+2/3,0,0,34,3,1,1.000,0,0,0,-
2008,나지완,KIA,우익수,22,18,145,0,0,34,0,0,1.000,0,0,0,-
2008,김성현,우리,투수,22,2,38,0,0,3,3,0,1.000,0,0,0,-
2008,정근우,SK,유격수,21,15,127+2/3,1,0,24,53,14,0.987,0,0,0,-
2008,김선우,두산,투수,21,18,102,1,0,6,18,1,0.960,0,0,0,-
2008,전상렬,두산,중견수,21,1,51,1,0,16,0,0,0.941,0,0,0,-
2008,심정수,삼성,좌익수,21,21,160,0,0,29,0,0,1.000,0,0,0,-
2008,김민기,LG,투수,21,0,32,0,1,3,7,0,1.000,0,0,0,-
2008,손광민,롯데,좌익수,21,18,148+1/3,1,0,34,2,1,0.973,0,0,0,-
2008,염종석,롯데,투수,21,0,24+2/3,0,0,2,3,0,1.000,0,0,0,-
2008,이용훈,롯데,투수,21,17,99,0,0,3,13,2,1.000,0,0,0,-
2008,장문석,KIA,투수,21,0,20+2/3,0,0,2,6,0,1.000,0,0,0,-
2008,최희섭,KIA,1루수,21,21,179+1/3,3,0,180,12,17,0.985,0,0,0,-
2008,오선진,한화,2루수,20,5,51,0,0,16,17,1,1.0,0,0,0,-
2008,이승호,LG,투수,20,5,27,2,0,1,2,0,0.6,0,0,0,-
2008,강동우,KIA,좌익수,20,1,44+2/3,0,0,8,0,0,1.0,0,0,0,-
2008,이대진,KIA,투수,20,17,85+2/3,1,0,10,13,2,0.958,0,0,0,-
2008,권도영,우리,좌익수,20,3,49+2/3,0,0,12,1,0,1.0,0,0,0,-
2008,이영욱,SK,투수,19,7,45,1,0,2,2,0,0.8,0,0,0,-
2008,정경배,SK,1루수,19,10,93,0,0,89,6,9,1.0,0,0,0,-
2008,김태완,한화,1루수,19,16,137+1/3,1,0,163,11,24,0.994,0,0,0,-
2008,권오준,삼성,투수,19,0,16+2/3,0,0,0,1,0,1.0,0,0,0,-
2008,박종호,삼성,2루수,19,14,102+2/3,2,0,21,28,8,0.961,0,0,0,-
2008,김사율,롯데,투수,19,0,21+2/3,0,0,2,3,0,1.0,0,0,0,-
2008,김형철,KIA,2루수,19,4,54,2,0,15,21,8,0.947,0,0,0,-
2008,김형철,KIA,3루수,19,3,61,0,0,8,21,1,1.0,0,0,0,-
2008,조재호,우리,우익수,19,7,80+1/3,1,0,20,0,0,0.952,0,0,0,-
2008,조중근,우리,1루수,19,10,93+1/3,0,0,98,8,6,1.0,0,0,0,-
2008,황재균,우리,1루수,19,2,45,3,0,45,5,0,0.943,0,0,0,-
2008,유재웅,두산,중견수,18,8,89+1/3,1,0,27,0,0,0.964,0,0,0,-
2008,이원재,두산,투수,18,8,48,1,0,4,1,0,0.833,0,0,0,-
2008,송광민,한화,1루수,18,0,34,0,0,41,4,5,1.0,0,0,0,-
2008,매클레리,롯데,투수,18,16,101,1,1,14,17,1,0.969,0,0,0,-
2008,강정호,우리,3루수,18,9,93,0,0,7,18,1,1.0,0,0,0,-
2008,다카쓰,우리,투수,18,0,21,0,1,0,3,0,1.0,0,0,0,-
2008,오윤,우리,좌익수,18,4,55,0,0,9,0,0,1.0,0,0,0,-
2008,얀,SK,투수,17,2,29+1/3,0,1,0,6,0,1.0,0,0,0,-
2008,정원석,두산,2루수,17,1,47+2/3,1,0,11,17,6,0.966,0,0,0,-
2008,강봉규,삼성,우익수,17,3,44,0,0,7,1,1,1.0,0,0,0,-
2008,오버뮬러,삼성,투수,17,17,82,1,1,7,6,1,0.929,0,0,0,-
2008,박용근,LG,2루수,17,10,107,1,0,19,29,9,0.98,0,0,0,-
2008,조재호,우리,좌익수,17,7,72,1,0,18,0,0,0.947,0,0,0,-
2008,정경배,SK,2루수,16,10,94+1/3,3,0,19,35,8,0.947,0,0,0,-
2008,오재원,두산,2루수,16,2,43+1/3,3,0,9,16,3,0.893,0,0,0,-
2008,이승학,두산,투수,16,11,59+2/3,2,1,5,6,0,0.846,0,0,0,-
2008,양훈,한화,투수,16,11,65+1/3,0,0,4,11,0,1.0,0,0,0,-
2008,김재현,LG,투수,16,0,5+2/3,0,0,1,1,0,1.0,0,0,0,-
2008,박용근,LG,3루수,16,3,51+1/3,0,0,2,13,0,1.0,0,0,0,-
2008,심수창,LG,투수,16,14,66+1/3,0,0,6,8,2,1.0,0,0,0,-
2008,정의윤,LG,좌익수,16,12,111,1,0,31,1,0,0.97,0,0,0,-
2008,이원석,롯데,3루수,16,8,80+1/3,2,0,6,16,3,0.917,0,0,0,-
2008,서재응,KIA,투수,16,14,79+1/3,0,0,7,6,0,1.0,0,0,0,-
2008,이현곤,KIA,유격수,16,12,108,2,0,19,46,12,0.97,0,0,0,-
2008,박정환,SK,2루수,15,11,87+2/3,0,0,19,21,6,1.0,0,0,0,-
2008,박민석,두산,투수,15,1,27+2/3,0,0,2,3,0,1.0,0,0,0,-
2008,오선진,한화,3루수,15,1,33,1,0,6,10,1,0.941,0,0,0,-
2008,김준호,LG,우익수,15,7,63,0,0,21,1,0,1.0,0,0,0,-
2008,송현우,LG,투수,15,0,17+1/3,0,0,1,1,0,1.0,0,0,0,-
2008,곽정철,KIA,투수,15,3,35+1/3,1,0,1,5,1,0.857,0,0,0,-
2008,김원섭,KIA,중견수,15,13,104+1/3,0,0,41,1,0,1.0,0,0,0,-
2008,채종범,KIA,좌익수,15,8,76,0,0,20,0,0,1.0,0,0,0,-
2008,최상덕,SK,투수,14,0,14,0,0,0,5,0,1.0,0,0,0,-
2008,조정훈,롯데,투수,14,12,80,0,0,8,9,1,1.0,0,0,0,-
2008,김주형,KIA,1루수,14,6,58,0,0,61,6,5,1.0,0,0,0,-
